community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	B_bin.14	B_bin.12	M_o2_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.12	M_pi_e	0.04838709677419355	0.04	1	0.001935483870967742
all	minimal	B_bin.14	B_bin.12	M_rib__D_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.15	M_fe2_e	0.04838709677419355	0.71	1	0.03435483870967742
all	minimal	B_bin.14	B_bin.15	M_fe3_e	0.04838709677419355	0.06	1	0.0029032258064516127
all	minimal	B_bin.14	B_bin.15	M_h_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.17	M_coa_e	0.0967741935483871	0.75	1	0.07258064516129031
all	minimal	B_bin.14	B_bin.17	M_cys__L_e	0.0967741935483871	0.04	1	0.003870967741935484
all	minimal	B_bin.14	B_bin.17	M_etoh_e	0.0967741935483871	0.29	1	0.028064516129032255
all	minimal	B_bin.14	B_bin.17	M_fe3_e	0.0967741935483871	0.06	1	0.005806451612903225
all	minimal	B_bin.14	B_bin.17	M_glc__D_e	0.0967741935483871	0.01	1	0.000967741935483871
all	minimal	B_bin.14	B_bin.17	M_glyc_e	0.0967741935483871	0.31	1	0.03
all	minimal	B_bin.14	B_bin.17	M_h2s_e	0.0967741935483871	0.04	1	0.003870967741935484
all	minimal	B_bin.14	B_bin.17	M_h_e	0.0967741935483871	0.01	1	0.000967741935483871
all	minimal	B_bin.14	B_bin.17	M_o2_e	0.0967741935483871	0.01	1	0.000967741935483871
all	minimal	B_bin.14	B_bin.17	M_pi_e	0.0967741935483871	0.04	1	0.003870967741935484
all	minimal	B_bin.14	B_bin.18	M_etoh_e	0.08064516129032258	0.29	1	0.023387096774193546
all	minimal	B_bin.14	B_bin.18	M_fe2_e	0.08064516129032258	0.71	1	0.057258064516129026
all	minimal	B_bin.14	B_bin.18	M_fe3_e	0.08064516129032258	0.06	1	0.004838709677419354
all	minimal	B_bin.14	B_bin.18	M_glyc3p_e	0.08064516129032258	0.96	1	0.07741935483870967
all	minimal	B_bin.14	B_bin.18	M_glyc_e	0.08064516129032258	0.31	1	0.024999999999999998
all	minimal	B_bin.14	B_bin.18	M_h2s_e	0.08064516129032258	0.04	1	0.0032258064516129032
all	minimal	B_bin.14	B_bin.18	M_h_e	0.08064516129032258	0.01	1	0.0008064516129032258
all	minimal	B_bin.14	B_bin.18	M_o2_e	0.08064516129032258	0.01	1	0.0008064516129032258
all	minimal	B_bin.14	B_bin.18	M_pi_e	0.08064516129032258	0.04	1	0.0032258064516129032
all	minimal	B_bin.14	B_bin.18	M_rib__D_e	0.08064516129032258	0.01	1	0.0008064516129032258
all	minimal	B_bin.14	B_bin.20	M_ala__D_e	0.06451612903225806	0.07	1	0.004516129032258065
all	minimal	B_bin.14	B_bin.20	M_fe2_e	0.06451612903225806	0.71	1	0.04580645161290322
all	minimal	B_bin.14	B_bin.20	M_fe3_e	0.06451612903225806	0.06	1	0.0038709677419354834
all	minimal	B_bin.14	B_bin.20	M_glc__D_e	0.06451612903225806	0.01	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.20	M_glu__L_e	0.06451612903225806	0.08	1	0.005161290322580645
all	minimal	B_bin.14	B_bin.20	M_h2s_e	0.06451612903225806	0.04	1	0.0025806451612903226
all	minimal	B_bin.14	B_bin.20	M_h_e	0.06451612903225806	0.01	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.20	M_inost_e	0.06451612903225806	0.01	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.20	M_rib__D_e	0.06451612903225806	0.01	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.21	M_cys__L_e	0.04838709677419355	0.04	1	0.001935483870967742
all	minimal	B_bin.14	B_bin.21	M_etoh_e	0.04838709677419355	0.29	1	0.014032258064516127
all	minimal	B_bin.14	B_bin.21	M_fe2_e	0.04838709677419355	0.71	1	0.03435483870967742
all	minimal	B_bin.14	B_bin.21	M_fe3_e	0.04838709677419355	0.06	1	0.0029032258064516127
all	minimal	B_bin.14	B_bin.21	M_for_e	0.04838709677419355	0.02	1	0.000967741935483871
all	minimal	B_bin.14	B_bin.21	M_h2s_e	0.04838709677419355	0.04	1	0.001935483870967742
all	minimal	B_bin.14	B_bin.21	M_h_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.21	M_rib__D_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.23	M_bz_e	0.11290322580645161	0.03	1	0.0033870967741935483
all	minimal	B_bin.14	B_bin.23	M_coa_e	0.11290322580645161	0.75	1	0.0846774193548387
all	minimal	B_bin.14	B_bin.23	M_etoh_e	0.11290322580645161	0.29	1	0.032741935483870964
all	minimal	B_bin.14	B_bin.23	M_fe2_e	0.11290322580645161	0.71	1	0.08016129032258064
all	minimal	B_bin.14	B_bin.23	M_fe3_e	0.11290322580645161	0.06	1	0.0067741935483870966
all	minimal	B_bin.14	B_bin.23	M_for_e	0.11290322580645161	0.02	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.23	M_glyc_e	0.11290322580645161	0.31	1	0.034999999999999996
all	minimal	B_bin.14	B_bin.23	M_h2s_e	0.11290322580645161	0.04	1	0.004516129032258064
all	minimal	B_bin.14	B_bin.23	M_h_e	0.11290322580645161	0.01	1	0.001129032258064516
all	minimal	B_bin.14	B_bin.23	M_mal__L_e	0.11290322580645161	1.0	1	0.11290322580645161
all	minimal	B_bin.14	B_bin.23	M_o2_e	0.11290322580645161	0.01	1	0.001129032258064516
all	minimal	B_bin.14	B_bin.23	M_pi_e	0.11290322580645161	0.04	1	0.004516129032258064
all	minimal	B_bin.14	B_bin.23	M_rib__D_e	0.11290322580645161	0.01	1	0.001129032258064516
all	minimal	B_bin.14	B_bin.24	M_cytd_e	0.14516129032258066	0.01	1	0.0014516129032258066
all	minimal	B_bin.14	B_bin.24	M_fe2_e	0.14516129032258066	0.71	1	0.10306451612903227
all	minimal	B_bin.14	B_bin.24	M_fe3_e	0.14516129032258066	0.06	1	0.00870967741935484
all	minimal	B_bin.14	B_bin.24	M_gal_e	0.14516129032258066	0.26	1	0.03774193548387097
all	minimal	B_bin.14	B_bin.24	M_glc__D_e	0.14516129032258066	0.01	1	0.0014516129032258066
all	minimal	B_bin.14	B_bin.24	M_glyc_e	0.14516129032258066	0.31	1	0.045000000000000005
all	minimal	B_bin.14	B_bin.24	M_h2s_e	0.14516129032258066	0.04	1	0.005806451612903226
all	minimal	B_bin.14	B_bin.24	M_inost_e	0.14516129032258066	0.01	1	0.0014516129032258066
all	minimal	B_bin.14	B_bin.24	M_pnto__R_e	0.14516129032258066	0.25	1	0.036290322580645164
all	minimal	B_bin.14	B_bin.24	M_rib__D_e	0.14516129032258066	0.01	1	0.0014516129032258066
all	minimal	B_bin.14	B_bin.25	M_ala__D_e	0.016129032258064516	0.07	1	0.0011290322580645162
all	minimal	B_bin.14	B_bin.25	M_bz_e	0.016129032258064516	0.03	1	0.00048387096774193543
all	minimal	B_bin.14	B_bin.25	M_fe2_e	0.016129032258064516	0.71	1	0.011451612903225805
all	minimal	B_bin.14	B_bin.25	M_fe3_e	0.016129032258064516	0.06	1	0.0009677419354838709
all	minimal	B_bin.14	B_bin.25	M_h2s_e	0.016129032258064516	0.04	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.25	M_h_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.25	M_mal__L_e	0.016129032258064516	1.0	1	0.016129032258064516
all	minimal	B_bin.14	B_bin.25	M_pi_e	0.016129032258064516	0.04	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.28	M_fe2_e	0.22580645161290322	0.71	1	0.16032258064516128
all	minimal	B_bin.14	B_bin.28	M_fe3_e	0.22580645161290322	0.06	1	0.013548387096774193
all	minimal	B_bin.14	B_bin.28	M_for_e	0.22580645161290322	0.02	1	0.004516129032258064
all	minimal	B_bin.14	B_bin.28	M_glc__D_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.28	M_glyc3p_e	0.22580645161290322	0.96	1	0.2167741935483871
all	minimal	B_bin.14	B_bin.28	M_glyc_e	0.22580645161290322	0.31	1	0.06999999999999999
all	minimal	B_bin.14	B_bin.28	M_h2s_e	0.22580645161290322	0.04	1	0.009032258064516128
all	minimal	B_bin.14	B_bin.28	M_h_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.28	M_inost_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.28	M_mal__L_e	0.22580645161290322	1.0	1	0.22580645161290322
all	minimal	B_bin.14	B_bin.28	M_rib__D_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.28	M_ser__L_e	0.22580645161290322	1.0	1	0.22580645161290322
all	minimal	B_bin.14	B_bin.29	M_ala__L_e	0.43548387096774194	0.03	1	0.013064516129032257
all	minimal	B_bin.14	B_bin.29	M_etoh_e	0.43548387096774194	0.29	1	0.12629032258064515
all	minimal	B_bin.14	B_bin.29	M_fe2_e	0.43548387096774194	0.71	1	0.3091935483870968
all	minimal	B_bin.14	B_bin.29	M_fe3_e	0.43548387096774194	0.06	1	0.026129032258064514
all	minimal	B_bin.14	B_bin.29	M_glyc3p_e	0.43548387096774194	0.96	1	0.4180645161290322
all	minimal	B_bin.14	B_bin.29	M_glyc_e	0.43548387096774194	0.31	1	0.135
all	minimal	B_bin.14	B_bin.29	M_h2s_e	0.43548387096774194	0.04	1	0.01741935483870968
all	minimal	B_bin.14	B_bin.29	M_h_e	0.43548387096774194	0.01	1	0.00435483870967742
all	minimal	B_bin.14	B_bin.29	M_mal__L_e	0.43548387096774194	1.0	1	0.43548387096774194
all	minimal	B_bin.14	B_bin.29	M_o2_e	0.43548387096774194	0.01	1	0.00435483870967742
all	minimal	B_bin.14	B_bin.29	M_rib__D_e	0.43548387096774194	0.01	1	0.00435483870967742
all	minimal	B_bin.14	B_bin.29	M_ser__L_e	0.43548387096774194	1.0	1	0.43548387096774194
all	minimal	B_bin.14	B_bin.31	M_fe2_e	0.04838709677419355	0.71	1	0.03435483870967742
all	minimal	B_bin.14	B_bin.31	M_fe3_e	0.04838709677419355	0.06	1	0.0029032258064516127
all	minimal	B_bin.14	B_bin.31	M_glyc3p_e	0.04838709677419355	0.96	1	0.0464516129032258
all	minimal	B_bin.14	B_bin.31	M_h_e	0.04838709677419355	0.01	1	0.0004838709677419355
all	minimal	B_bin.14	B_bin.31	M_mal__L_e	0.04838709677419355	1.0	1	0.04838709677419355
all	minimal	B_bin.14	B_bin.31	M_ser__L_e	0.04838709677419355	1.0	1	0.04838709677419355
all	minimal	B_bin.14	B_bin.32	M_etoh_e	0.08064516129032258	0.29	1	0.023387096774193546
all	minimal	B_bin.14	B_bin.32	M_fe2_e	0.08064516129032258	0.71	1	0.057258064516129026
all	minimal	B_bin.14	B_bin.32	M_fe3_e	0.08064516129032258	0.06	1	0.004838709677419354
all	minimal	B_bin.14	B_bin.32	M_gal_e	0.08064516129032258	0.26	1	0.020967741935483872
all	minimal	B_bin.14	B_bin.32	M_glyc3p_e	0.08064516129032258	0.96	1	0.07741935483870967
all	minimal	B_bin.14	B_bin.32	M_glyc_e	0.08064516129032258	0.31	1	0.024999999999999998
all	minimal	B_bin.14	B_bin.32	M_h_e	0.08064516129032258	0.01	1	0.0008064516129032258
all	minimal	B_bin.14	B_bin.32	M_mal__L_e	0.08064516129032258	1.0	1	0.08064516129032258
all	minimal	B_bin.14	B_bin.32	M_o2_e	0.08064516129032258	0.01	1	0.0008064516129032258
all	minimal	B_bin.14	B_bin.32	M_pi_e	0.08064516129032258	0.04	1	0.0032258064516129032
all	minimal	B_bin.14	B_bin.37	M_cys__L_e	0.22580645161290322	0.04	1	0.009032258064516128
all	minimal	B_bin.14	B_bin.37	M_fe2_e	0.22580645161290322	0.71	1	0.16032258064516128
all	minimal	B_bin.14	B_bin.37	M_fe3_e	0.22580645161290322	0.06	1	0.013548387096774193
all	minimal	B_bin.14	B_bin.37	M_glc__D_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.37	M_glyc3p_e	0.22580645161290322	0.96	1	0.2167741935483871
all	minimal	B_bin.14	B_bin.37	M_glyc_e	0.22580645161290322	0.31	1	0.06999999999999999
all	minimal	B_bin.14	B_bin.37	M_h2s_e	0.22580645161290322	0.04	1	0.009032258064516128
all	minimal	B_bin.14	B_bin.37	M_h_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.37	M_o2_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.37	M_pi_e	0.22580645161290322	0.04	1	0.009032258064516128
all	minimal	B_bin.14	B_bin.37	M_rib__D_e	0.22580645161290322	0.01	1	0.002258064516129032
all	minimal	B_bin.14	B_bin.37	M_ser__L_e	0.22580645161290322	1.0	1	0.22580645161290322
all	minimal	B_bin.14	B_bin.5	M_fe2_e	0.06451612903225806	0.71	1	0.04580645161290322
all	minimal	B_bin.14	B_bin.5	M_fe3_e	0.06451612903225806	0.06	1	0.0038709677419354834
all	minimal	B_bin.14	B_bin.5	M_h2s_e	0.06451612903225806	0.04	1	0.0025806451612903226
all	minimal	B_bin.14	B_bin.5	M_pi_e	0.06451612903225806	0.04	1	0.0025806451612903226
all	minimal	B_bin.14	B_bin.6	M_ala__D_e	0.016129032258064516	0.07	1	0.0011290322580645162
all	minimal	B_bin.14	B_bin.6	M_fe2_e	0.016129032258064516	0.71	1	0.011451612903225805
all	minimal	B_bin.14	B_bin.6	M_fe3_e	0.016129032258064516	0.06	1	0.0009677419354838709
all	minimal	B_bin.14	B_bin.6	M_glc__D_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.6	M_glu__L_e	0.016129032258064516	0.08	1	0.0012903225806451613
all	minimal	B_bin.14	B_bin.6	M_glyc_e	0.016129032258064516	0.31	1	0.005
all	minimal	B_bin.14	B_bin.6	M_h2s_e	0.016129032258064516	0.04	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.6	M_h_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.6	M_inost_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.6	M_pi_e	0.016129032258064516	0.04	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.6	M_rib__D_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.7	M_bz_e	0.016129032258064516	0.03	1	0.00048387096774193543
all	minimal	B_bin.14	B_bin.7	M_etoh_e	0.016129032258064516	0.29	1	0.004677419354838709
all	minimal	B_bin.14	B_bin.7	M_fe3_e	0.016129032258064516	0.06	1	0.0009677419354838709
all	minimal	B_bin.14	B_bin.7	M_glu__L_e	0.016129032258064516	0.08	1	0.0012903225806451613
all	minimal	B_bin.14	B_bin.7	M_glyc_e	0.016129032258064516	0.31	1	0.005
all	minimal	B_bin.14	B_bin.7	M_h2s_e	0.016129032258064516	0.04	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.7	M_h_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.7	M_mal__L_e	0.016129032258064516	1.0	1	0.016129032258064516
all	minimal	B_bin.14	B_bin.7	M_o2_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.7	M_rib__D_e	0.016129032258064516	0.01	1	0.00016129032258064516
all	minimal	B_bin.14	B_bin.8	M_ala__D_e	0.5	0.07	1	0.035
all	minimal	B_bin.14	B_bin.8	M_fe2_e	0.5	0.71	1	0.355
all	minimal	B_bin.14	B_bin.8	M_fe3_e	0.5	0.06	1	0.03
all	minimal	B_bin.14	B_bin.8	M_for_e	0.5	0.02	1	0.01
all	minimal	B_bin.14	B_bin.8	M_glyc3p_e	0.5	0.96	1	0.48
all	minimal	B_bin.14	B_bin.8	M_glyc_e	0.5	0.31	1	0.155
all	minimal	B_bin.14	B_bin.8	M_h2s_e	0.5	0.04	1	0.02
all	minimal	B_bin.14	B_bin.8	M_h_e	0.5	0.01	1	0.005
all	minimal	B_bin.14	B_bin.8	M_o2_e	0.5	0.01	1	0.005
all	minimal	B_bin.14	B_bin.8	M_pi_e	0.5	0.04	1	0.02
all	minimal	B_bin.14	B_bin.8	M_ser__L_e	0.5	1.0	1	0.5
all	minimal	B_bin.15	B_bin.1	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.1	M_h2s_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.1	M_h_e	0.05	0.78	1	0.03900000000000001
all	minimal	B_bin.15	B_bin.1	M_lys__L_e	0.05	0.25	1	0.0125
all	minimal	B_bin.15	B_bin.1	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.1	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.1	M_pi_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.1	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.15	B_bin.10	M_fe2_e	1.0	0.98	1	0.98
all	minimal	B_bin.15	B_bin.10	M_fe3_e	1.0	0.03	1	0.03
all	minimal	B_bin.15	B_bin.10	M_gal_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.10	M_h2s_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.10	M_h_e	1.0	0.78	1	0.78
all	minimal	B_bin.15	B_bin.10	M_lys__L_e	1.0	0.25	1	0.25
all	minimal	B_bin.15	B_bin.10	M_o2_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.10	M_pi_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.10	M_thm_e	1.0	0.01	1	0.01
all	minimal	B_bin.15	B_bin.11	M_fe2_e	0.06	0.98	1	0.0588
all	minimal	B_bin.15	B_bin.11	M_fe3_e	0.06	0.03	1	0.0018
all	minimal	B_bin.15	B_bin.11	M_h_e	0.06	0.78	1	0.0468
all	minimal	B_bin.15	B_bin.11	M_istfrnB_e	0.06	0.02	1	0.0012
all	minimal	B_bin.15	B_bin.12	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.15	B_bin.12	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.12	M_h2s_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.12	M_h_e	0.05	0.78	1	0.03900000000000001
all	minimal	B_bin.15	B_bin.12	M_istfrnB_e	0.05	0.02	1	0.001
all	minimal	B_bin.15	B_bin.12	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.12	M_pi_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.12	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.15	B_bin.14	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.15	B_bin.14	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.14	M_h2s_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.14	M_h_e	0.05	0.78	1	0.03900000000000001
all	minimal	B_bin.15	B_bin.14	M_istfrnB_e	0.05	0.02	1	0.001
all	minimal	B_bin.15	B_bin.14	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.14	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.14	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.15	B_bin.17	M_fe3_e	0.04	0.03	1	0.0012
all	minimal	B_bin.15	B_bin.17	M_h2s_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.17	M_h_e	0.04	0.78	1	0.031200000000000002
all	minimal	B_bin.15	B_bin.17	M_o2_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.17	M_pi_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.17	M_thm_e	0.04	0.01	1	0.0004
all	minimal	B_bin.15	B_bin.18	M_fe2_e	0.06	0.98	1	0.0588
all	minimal	B_bin.15	B_bin.18	M_fe3_e	0.06	0.03	1	0.0018
all	minimal	B_bin.15	B_bin.18	M_h2s_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.18	M_h_e	0.06	0.78	1	0.0468
all	minimal	B_bin.15	B_bin.18	M_istfrnB_e	0.06	0.02	1	0.0012
all	minimal	B_bin.15	B_bin.18	M_o2_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.18	M_pi_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.18	M_thm_e	0.06	0.01	1	0.0006
all	minimal	B_bin.15	B_bin.20	M_fe2_e	0.4	0.98	1	0.392
all	minimal	B_bin.15	B_bin.20	M_fe3_e	0.4	0.03	1	0.012
all	minimal	B_bin.15	B_bin.20	M_h2_e	0.4	0.25	1	0.1
all	minimal	B_bin.15	B_bin.20	M_h2s_e	0.4	1.0	1	0.4
all	minimal	B_bin.15	B_bin.20	M_h_e	0.4	0.78	1	0.31200000000000006
all	minimal	B_bin.15	B_bin.20	M_ile__L_e	0.4	1.0	1	0.4
all	minimal	B_bin.15	B_bin.20	M_istfrnB_e	0.4	0.02	1	0.008
all	minimal	B_bin.15	B_bin.20	M_leu__L_e	0.4	1.0	1	0.4
all	minimal	B_bin.15	B_bin.20	M_lys__L_e	0.4	0.25	1	0.1
all	minimal	B_bin.15	B_bin.20	M_val__L_e	0.4	1.0	1	0.4
all	minimal	B_bin.15	B_bin.21	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.15	B_bin.21	M_fe3_e	0.04	0.03	1	0.0012
all	minimal	B_bin.15	B_bin.21	M_h2s_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.21	M_h_e	0.04	0.78	1	0.031200000000000002
all	minimal	B_bin.15	B_bin.21	M_istfrnB_e	0.04	0.02	1	0.0008
all	minimal	B_bin.15	B_bin.21	M_nac_e	0.04	0.01	1	0.0004
all	minimal	B_bin.15	B_bin.21	M_pheme_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.23	M_arg__L_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_fe2_e	0.64	0.98	1	0.6272
all	minimal	B_bin.15	B_bin.23	M_fe3_e	0.64	0.03	1	0.0192
all	minimal	B_bin.15	B_bin.23	M_h2s_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_h_e	0.64	0.78	1	0.49920000000000003
all	minimal	B_bin.15	B_bin.23	M_ile__L_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_leu__L_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_lys__L_e	0.64	0.25	1	0.16
all	minimal	B_bin.15	B_bin.23	M_o2_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_pheme_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_pi_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.23	M_thm_e	0.64	0.01	1	0.0064
all	minimal	B_bin.15	B_bin.23	M_val__L_e	0.64	1.0	1	0.64
all	minimal	B_bin.15	B_bin.24	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.15	B_bin.24	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.24	M_gal_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.24	M_h2s_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.24	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.24	M_pnto__R_e	0.05	0.01	1	0.0005
all	minimal	B_bin.15	B_bin.25	M_fe2_e	0.06	0.98	1	0.0588
all	minimal	B_bin.15	B_bin.25	M_fe3_e	0.06	0.03	1	0.0018
all	minimal	B_bin.15	B_bin.25	M_h2_e	0.06	0.25	1	0.015
all	minimal	B_bin.15	B_bin.25	M_h2s_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.25	M_h_e	0.06	0.78	1	0.0468
all	minimal	B_bin.15	B_bin.25	M_istfrnB_e	0.06	0.02	1	0.0012
all	minimal	B_bin.15	B_bin.25	M_met__D_e	0.06	0.01	1	0.0006
all	minimal	B_bin.15	B_bin.25	M_pi_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.26	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.15	B_bin.26	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.26	M_h2s_e	0.05	1.0	1	0.05
all	minimal	B_bin.15	B_bin.26	M_h_e	0.05	0.78	1	0.03900000000000001
all	minimal	B_bin.15	B_bin.26	M_istfrnB_e	0.05	0.02	1	0.001
all	minimal	B_bin.15	B_bin.28	M_fe2_e	0.25	0.98	1	0.245
all	minimal	B_bin.15	B_bin.28	M_fe3_e	0.25	0.03	1	0.0075
all	minimal	B_bin.15	B_bin.28	M_h2s_e	0.25	1.0	1	0.25
all	minimal	B_bin.15	B_bin.28	M_h_e	0.25	0.78	1	0.195
all	minimal	B_bin.15	B_bin.28	M_istfrnB_e	0.25	0.02	1	0.005
all	minimal	B_bin.15	B_bin.29	M_fe2_e	0.27	0.98	1	0.2646
all	minimal	B_bin.15	B_bin.29	M_fe3_e	0.27	0.03	1	0.0081
all	minimal	B_bin.15	B_bin.29	M_h2s_e	0.27	1.0	1	0.27
all	minimal	B_bin.15	B_bin.29	M_h_e	0.27	0.78	1	0.2106
all	minimal	B_bin.15	B_bin.29	M_istfrnB_e	0.27	0.02	1	0.0054
all	minimal	B_bin.15	B_bin.29	M_lys__L_e	0.27	0.25	1	0.0675
all	minimal	B_bin.15	B_bin.29	M_o2_e	0.27	1.0	1	0.27
all	minimal	B_bin.15	B_bin.29	M_thm_e	0.27	0.01	1	0.0027
all	minimal	B_bin.15	B_bin.3	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.15	B_bin.3	M_fe3_e	0.05	0.03	1	0.0015
all	minimal	B_bin.15	B_bin.3	M_h_e	0.05	0.78	1	0.03900000000000001
all	minimal	B_bin.15	B_bin.3	M_istfrnB_e	0.05	0.02	1	0.001
all	minimal	B_bin.15	B_bin.3	M_met__D_e	0.05	0.01	1	0.0005
all	minimal	B_bin.15	B_bin.31	M_diact_e	0.06	0.22	1	0.0132
all	minimal	B_bin.15	B_bin.31	M_fe2_e	0.06	0.98	1	0.0588
all	minimal	B_bin.15	B_bin.31	M_fe3_e	0.06	0.03	1	0.0018
all	minimal	B_bin.15	B_bin.31	M_h_e	0.06	0.78	1	0.0468
all	minimal	B_bin.15	B_bin.31	M_istfrnB_e	0.06	0.02	1	0.0012
all	minimal	B_bin.15	B_bin.32	M_fe2_e	0.06	0.98	1	0.0588
all	minimal	B_bin.15	B_bin.32	M_fe3_e	0.06	0.03	1	0.0018
all	minimal	B_bin.15	B_bin.32	M_gal_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.32	M_h_e	0.06	0.78	1	0.0468
all	minimal	B_bin.15	B_bin.32	M_istfrnB_e	0.06	0.02	1	0.0012
all	minimal	B_bin.15	B_bin.32	M_o2_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.32	M_pi_e	0.06	1.0	1	0.06
all	minimal	B_bin.15	B_bin.32	M_thm_e	0.06	0.01	1	0.0006
all	minimal	B_bin.15	B_bin.33	M_fe3_e	0.04	0.03	1	0.0012
